id,year,bankname,w1,w2,w3,y1,y2,CHHI,THHI,esg,mesg,mdesg,mmesg,t,lnw2,lnw3,lny1,lny2,lnw2_lnw3,lnw2_lny1,lnw2_lny2,lnw3_lny1,lnw3_lny2,lny1_lny2,_t,_t_lnw2,_t_lnw3,_t_lny1,_t_lny2,_t_2,lnw2_2,lnw3_2,lny1_2,lny2_2,mw1,CHHI_esg,THHI_esg,CHHI_mesg,THHI_mesg,CHHI_mdesg,THHI_mdesg,CHHI_mmesg,THHI_mmesg,msize_THHI,mTHHI,mTHHI_mdesg
5,2020,光大银行,0.904094,0.003589,0.020636,1.90E+12,3.10E+12,2.08,8.77,74.47,0,0,0,8,-0.21666319,-0.02667643,0.16953918,0.19772309,0.0028899,-0.01836645,-0.02141966,-0.00226135,-0.00263727,0.01676091,2.5,-0.27082899,-0.03334554,0.21192397,0.24715387,3.125,0.02347147,0.00035582,0.01437177,0.01954721,0.10082194,154.8976,653.1019,0,0,0,0,0,0,11.8,-3.03,0
5,2021,光大银行,0.936196,0.003726,0.019854,2.10E+12,3.40E+12,1.17,7.74,80.99,1,1,0,9,-0.17920153,-0.06530806,0.26962264,0.29009641,0.00585165,-0.02415839,-0.02599286,-0.00880427,-0.00947282,0.03910828,3.5,-0.31360268,-0.1142891,0.47183962,0.50766872,6.125,0.01605659,0.00213257,0.03634818,0.04207796,0.06593042,94.7583,626.8626,1.17,7.74,1.17,7.74,0,0,11.8,-4.06,-4.06
5,2022,光大银行,0.878353,0.003529,0.020261,2.20E+12,3.70E+12,1.63,8.11,81.28,1,1,0,10,-0.23352226,-0.0450157,0.31614265,0.3746538,0.00525608,-0.03691317,-0.043745,-0.00711569,-0.00843265,0.05922202,4.5,-0.52542508,-0.10128533,0.71132097,0.84297105,10.125,0.02726632,0.00101321,0.04997309,0.07018274,0.12970672,132.4864,659.1808,1.63,8.11,1.63,8.11,0,0,11.8,-3.69,-3.69
6,2013,兴业银行,1.83295,0.004704,0.028208,1.80E+12,1.40E+12,1.65398,10.4215,87.98,1,1,1,1,0.05387641,0.28589207,0.11547196,-0.59720678,0.00770142,0.00311061,-0.01608768,0.01650626,-0.08536834,-0.03448032,-4.5,-0.12122191,-0.64325716,-0.25981191,1.3437153,10.125,0.00145133,0.04086714,0.00666689,0.17832797,-0.60592669,145.51716,916.88357,1.65398,10.4215,1.65398,10.4215,1.65398,10.4215,10.32823,0.09327,0.09327
6,2014,兴业银行,1.51281,0.003942,0.028108,2.20E+12,1.60E+12,1.65871,10.3915,86.79,1,1,1,2,-0.1228486,0.28234068,0.31614265,-0.46367539,-0.01734258,-0.01941884,0.02848094,0.04462997,-0.06545721,-0.07329378,-3.5,0.21498504,-0.49409618,-0.55324964,0.81143193,6.125,0.00754589,0.03985813,0.04997309,0.10749743,-0.41396885,143.95944,901.87829,1.65871,10.3915,1.65871,10.3915,1.65871,10.3915,10.32823,0.06327,0.06327
6,2015,兴业银行,1.48601,0.003734,0.025692,2.90E+12,1.80E+12,1.66317,10.372,79.85,0,0,0,3,-0.17705676,0.1924661,0.59239603,-0.34589235,-0.01703871,-0.05244386,0.03062129,0.05700808,-0.03328628,-0.10245263,-2.5,0.22132095,-0.24058263,-0.74049504,0.43236544,3.125,0.01567455,0.0185216,0.17546653,0.05982076,-0.39609468,132.80412,828.2042,0,0,0,0,0,0,10.32823,0.04377,0
6,2016,兴业银行,0.905057,0.0037,0.020368,3.40E+12,2.20E+12,1.66704,10.3582,83.55,1,1,1,4,-0.18620398,-0.03974851,0.75146072,-0.14522166,0.00370067,-0.06996249,0.01352043,-0.01493472,0.00288617,-0.05456419,-1.5,0.13965299,0.02981139,-0.56359554,0.10891624,1.125,0.01733596,0.00078997,0.28234661,0.01054466,0.09975735,139.28119,865.42761,1.66704,10.3582,1.66704,10.3582,1.66704,10.3582,10.32823,0.02997,0.02997
6,2017,兴业银行,0.722384,0.003707,0.025588,3.40E+12,2.50E+12,1.66981,10.3483,83.91,1,1,1,5,-0.18431388,0.18840993,0.75146072,-0.01738829,-0.01736328,-0.06925232,0.00160245,0.07079133,-0.00163806,-0.00653331,-0.5,0.04607847,-0.04710248,-0.18786518,0.00434707,0.125,0.0169858,0.01774915,0.28234661,0.00015118,0.32519843,140.11376,868.32585,1.66981,10.3483,1.66981,10.3483,1.66981,10.3483,10.32823,0.02007,0.02007
6,2018,兴业银行,0.694869,0.003908,0.026062,3.20E+12,3.00E+12,1.67261,10.2932,80.12,1,1,0,6,-0.13151107,0.20676476,0.6908361,0.16493327,-0.01359593,-0.0454263,-0.01084528,0.07142028,0.01705119,0.05697093,0.5,-0.03287777,0.05169119,0.17270903,0.04123332,0.125,0.00864758,0.02137583,0.23862726,0.01360149,0.36403194,134.00951,824.69118,1.67261,10.2932,1.67261,10.2932,0,0,10.32823,-0.03503,-0.03503
6,2019,兴业银行,0.745019,0.00392,0.023327,3.10E+12,3.60E+12,1.68416,10.2823,78.23,0,0,0,7,-0.12844515,0.09589793,0.6590874,0.34725483,-0.00615881,-0.04232829,-0.0223016,0.03160256,0.01665051,0.11443564,1.5,-0.09633386,0.07192345,0.49431555,0.26044112,1.125,0.00824908,0.00459821,0.2171981,0.06029296,0.29434556,131.75184,804.38433,0,0,0,0,0,0,10.32823,-0.04593,0
6,2020,兴业银行,0.779287,0.003683,0.020264,3.40E+12,4.10E+12,1.68828,10.2769,78.65,0,0,0,8,-0.19080917,-0.04486764,0.75146072,0.47730796,0.00428058,-0.0716928,-0.04553737,-0.01685814,-0.01070784,0.17933909,2.5,-0.23851146,-0.05608456,0.93932591,0.59663494,3.125,0.01820407,0.00100655,0.28234661,0.11391144,0.24937588,132.78322,808.27819,0,0,0,0,0,0,10.32823,-0.05133,0
6,2021,兴业银行,0.633798,0.004032,0.0197,3.60E+12,4.60E+12,1.69136,10.272,87.82,1,1,1,9,-0.10027427,-0.07309492,0.80861914,0.59237729,0.00366477,-0.04054185,-0.0297001,-0.02955298,-0.02164989,0.23950381,3.5,-0.17547998,-0.12791611,1.4150835,1.0366602,6.125,0.00502746,0.00267143,0.32693246,0.17545542,0.45602499,148.53524,902.08704,1.69136,10.272,1.69136,10.272,1.69136,10.272,10.32823,-0.05623,-0.05623
6,2022,兴业银行,0.722118,0.004122,0.019799,3.70E+12,5.10E+12,1.69394,10.2664,85.9,1,1,1,10,-0.07819832,-0.06808213,0.83601811,0.69556152,0.00266195,-0.03268761,-0.02719587,-0.02845894,-0.02367765,0.29075102,4.5,-0.17594622,-0.15318478,1.8810408,1.5650134,10.125,0.00305749,0.00231759,0.34946314,0.24190291,0.32556672,145.50945,881.88376,1.69394,10.2664,1.69394,10.2664,1.69394,10.2664,10.32823,-0.06183,-0.06183
7,2013,农业银行,0.626724,0.007192,0.016288,4.70E+12,7.20E+12,3.33,13.22,80.53,1,1,0,1,0.47843249,-0.26328492,1.0752478,1.040402,-0.06298203,0.25721674,0.24888106,-0.14154826,-0.13696108,0.55934499,-4.5,-1.0764731,0.59239106,-2.4193076,-2.3409045,10.125,0.11444883,0.03465947,0.57807892,0.54121817,0.46724903,268.1649,1064.6066,3.33,13.22,3.33,13.22,0,0,14.619,-1.399,-1.399
7,2014,农业银行,0.693353,0.006978,0.016865,5.10E+12,8.10E+12,5.23,14.43,81.74,1,1,0,2,0.44822554,-0.22847309,1.1569258,1.158185,-0.05120374,0.25928185,0.25956406,-0.13216321,-0.13230706,0.6699671,-3.5,-0.78439469,0.3998279,-2.0246202,-2.0268238,6.125,0.10045307,0.02609998,0.66923869,0.6706963,0.36621603,427.5002,1179.5082,5.23,14.43,5.23,14.43,0,0,14.619,-0.189,-0.189
7,2015,农业银行,0.790463,0.006202,0.016281,6.20E+12,8.90E+12,7.15,16.82,78.57,0,0,0,3,0.33033502,-0.26371477,1.3522346,1.2523723,-0.04355711,0.22334522,0.20685121,-0.17830212,-0.16513453,0.84675054,-2.5,-0.41291877,0.32964347,-1.6902932,-1.5654653,3.125,0.05456061,0.03477274,0.91426919,0.78421814,0.23513643,561.7755,1321.5474,0,0,0,0,0,0,14.619,2.201,0
7,2016,农业银行,0.609596,0.005699,0.013239,6.90E+12,9.70E+12,6.98,16.58,80.03,0,1,0,4,0.24575392,-0.47054654,1.4592067,1.3384469,-0.05781933,0.17930288,0.16446428,-0.34331233,-0.31490077,0.97653532,-1.5,-0.18431544,0.3529099,-1.094405,-1.0038352,1.125,0.03019749,0.11070702,1.0646421,0.89572001,0.49495884,558.6094,1326.8974,0,0,6.98,16.58,0,0,14.619,1.961,1.961
7,2017,农业银行,0.734139,0.005407,0.012909,7.40E+12,1.10E+13,7.26,18.27,77.86,0,0,0,5,0.19315761,-0.49578881,1.5291653,1.4642163,-0.04788269,0.14768495,0.14141225,-0.37907152,-0.36297102,1.1195143,-0.5,-0.0482894,0.1239472,-0.38229132,-0.36605406,0.125,0.01865493,0.12290327,1.1691732,1.0719646,0.30905689,565.2636,1422.5022,0,0,0,0,0,0,14.619,3.651,0
7,2018,农业银行,0.708426,0.005467,0.013577,8.00E+12,1.20E+13,5.53,15.25,73.2,0,0,0,6,0.20419322,-0.44533637,1.6071268,1.5512276,-0.04546733,0.1640822,0.15837508,-0.35785602,-0.34540904,1.2465098,0.5,0.0510483,-0.11133409,0.40178171,0.38780691,0.125,0.02084743,0.09916224,1.2914283,1.2031536,0.34470967,404.796,1116.3,0,0,0,0,0,0,14.619,0.631,0
7,2019,农业银行,0.807809,0.004995,0.014964,8.90E+12,1.30E+13,4.68,13.83,73.87,0,0,0,7,0.11390061,-0.34806624,1.7137366,1.6312703,-0.01982248,0.09759782,0.09290134,-0.29824692,-0.28389507,1.3977838,1.5,0.08542546,-0.26104968,1.2853024,1.2234528,1.125,0.00648667,0.06057505,1.4684465,1.3305215,0.21342963,345.7116,1021.6221,0,0,0,0,0,0,14.619,-0.789,0
7,2020,农业银行,0.889325,0.004534,0.014183,9.70E+12,1.50E+13,4.07,12.58,75.1,0,0,0,8,0.01706775,-0.40166949,1.7998112,1.7743712,-0.0034278,0.01535936,0.01514226,-0.36146462,-0.35635539,1.5967665,2.5,0.02133468,-0.50208687,2.249764,2.217964,3.125,0.00014565,0.08066919,1.6196601,1.5741965,0.11729253,305.657,944.758,0,0,0,0,0,0,14.619,-2.039,0
7,2021,农业银行,1.00007,0.004746,0.014793,9.80E+12,1.70E+13,2.44,11.67,83.18,1,1,1,9,0.06276535,-0.35955946,1.8100677,1.8995343,-0.01128394,0.05680477,0.05961247,-0.32541348,-0.34149777,1.7191428,3.5,0.10983937,-0.62922906,3.1676184,3.3241851,6.125,0.00196974,0.0646415,1.6381725,1.8041153,-0.00007,202.9592,970.7106,2.44,11.67,2.44,11.67,2.44,11.67,14.619,-2.949,-2.949
7,2022,农业银行,1.06341,0.004319,0.015285,1.20E+13,2.00E+13,2.59,13.54,83.08,1,1,1,10,-0.03151291,-0.3268416,2.0125919,2.0620533,0.00514987,-0.03171131,-0.03249065,-0.32889939,-0.33698239,2.0750359,4.5,-0.07090405,-0.7353936,4.5283319,4.6396198,10.125,0.00049653,0.05341272,2.0252632,2.1260318,-0.06148073,215.1772,1124.9032,2.59,13.54,2.59,13.54,2.59,13.54,14.619,-1.079,-1.079
8,2013,北京银行,1.30078,0.002466,0.023636,5.80E+11,5.90E+11,6.54,30.81,86.28,1,1,1,1,-0.5919394,0.10905742,-1.0170419,-1.4613118,-0.03227769,0.30101358,0.432504,-0.05545798,-0.07968344,0.74310763,-4.5,1.3318636,-0.24537919,2.2883442,3.2879515,10.125,0.17519613,0.00594676,0.51718709,1.067716,-0.26296408,564.2712,2658.2868,6.54,30.81,6.54,30.81,6.54,30.81,22.02,8.79,8.79
8,2014,北京银行,1.27919,0.00263,0.027531,6.60E+11,6.80E+11,5.77,28.43,82.86,1,1,1,2,-0.52755296,0.26159909,-0.88783015,-1.3193415,-0.06900369,0.23418871,0.34801126,-0.11612778,-0.17256926,0.58567558,-3.5,0.92321768,-0.4577984,1.5537028,2.3088476,6.125,0.13915606,0.03421704,0.39412119,0.870331,-0.24622707,478.1022,2355.7098,5.77,28.43,5.77,28.43,5.77,28.43,22.02,6.41,6.41
8,2015,北京银行,1.21113,0.002817,0.023485,9.20E+11,7.80E+11,5.1,22.28,84.9,1,1,1,3,-0.45886432,0.10264836,-0.55569632,-1.1821404,-0.02355084,0.1274946,0.27122102,-0.02852066,-0.06067239,0.32845553,-2.5,0.57358039,-0.12831045,0.69462039,1.4776755,3.125,0.10527823,0.00526834,0.1543992,0.69872794,-0.19155381,432.99,1891.572,5.1,22.28,5.1,22.28,5.1,22.28,22.02,0.26,0.26
8,2016,北京银行,0.851614,0.002901,0.018391,1.10E+12,9.00E+11,4.51,19.25,82.74,1,1,1,4,-0.4294813,-0.14185214,-0.37700453,-1.0390395,0.03046142,0.0809582,0.22312402,0.02673945,0.07369499,0.1958613,-1.5,0.32211097,0.10638911,0.2827534,0.77927965,1.125,0.09222709,0.01006102,0.07106621,0.53980158,0.16062191,373.1574,1592.745,4.51,19.25,4.51,19.25,4.51,19.25,22.02,-2.77,-2.77
8,2017,北京银行,0.630658,0.002895,0.021819,1.10E+12,1.10E+12,3.29,17.79,81.21,1,1,0,5,-0.43155169,0.02906759,-0.37700453,-0.83836884,-0.00627208,0.08134847,0.18089975,-0.00547931,-0.01218468,0.15803442,-0.5,0.10788792,-0.0072669,0.09425113,0.20959221,0.125,0.09311843,0.00042246,0.07106621,0.35143115,0.46099156,267.1809,1444.7259,3.29,17.79,3.29,17.79,0,0,22.02,-4.23,-4.23
8,2018,北京银行,0.484398,0.002671,0.023673,1.10E+12,1.30E+12,3.16,18.48,80.19,1,1,0,6,-0.51208387,0.1106216,-0.37700453,-0.67131475,-0.02832377,0.09652897,0.17188473,-0.02085242,-0.03713096,0.12654435,0.5,-0.12802097,0.0276554,-0.09425113,-0.16782869,0.125,0.13111495,0.00611857,0.07106621,0.22533175,0.7248484,253.4004,1481.9112,3.16,18.48,3.16,18.48,0,0,22.02,-3.54,-3.54
8,2019,北京银行,0.453728,0.002615,0.022346,1.10E+12,1.50E+12,2.02,15.26,80.62,1,1,0,7,-0.53327271,0.05293378,-0.37700453,-0.52821391,-0.01411407,0.10052311,0.14084103,-0.00997814,-0.01398018,0.09956952,1.5,-0.39995453,0.03970033,-0.2827534,-0.39616043,1.125,0.14218989,0.00140099,0.07106621,0.13950497,0.79025738,162.8524,1230.2612,2.02,15.26,2.02,15.26,0,0,22.02,-6.76,-6.76
8,2020,北京银行,0.436115,0.002353,0.021016,1.20E+12,1.60E+12,3.18,21.74,81.81,1,1,0,8,-0.63884569,-0.0084295,-0.28999315,-0.46367539,0.00269258,0.09263044,0.14810851,0.00122225,0.00195428,0.06723134,2.5,-0.79855712,-0.01053688,-0.36249144,-0.57959424,3.125,0.20406191,0.00003553,0.04204801,0.10749743,0.82984931,260.1558,1778.5494,3.18,21.74,3.18,21.74,0,0,22.02,-0.28,-0.28
8,2021,北京银行,0.40859,0.002494,0.020519,1.20E+12,1.70E+12,5.03,20.57,78.47,0,0,0,9,-0.58064896,-0.03236227,-0.28999315,-0.40305077,0.00939556,0.08419211,0.1170155,0.00469242,0.00652182,0.05844098,3.5,-1.0161357,-0.05663397,-0.50748801,-0.70533884,6.125,0.16857661,0.00052366,0.04204801,0.08122496,0.89504307,394.7041,1614.1279,0,0,0,0,0,0,22.02,-1.45,0
8,2022,北京银行,0.421212,0.002474,0.018002,1.40E+12,1.80E+12,7.56,25.59,80.79,1,1,0,10,-0.58870053,-0.16323069,-0.13584247,-0.34589235,0.048047,0.03998527,0.10181351,0.01108683,0.02823012,0.02349344,4.5,-1.3245762,-0.36726906,-0.30564556,-0.7782578,10.125,0.17328416,0.01332213,0.00922659,0.05982076,0.86461901,610.7724,2067.4161,7.56,25.59,7.56,25.59,0,0,22.02,3.57,3.57
9,2013,华夏银行,1.48204,0.005325,0.022333,5.90E+11,8.20E+11,4.86667,20.03,84.61,1,1,1,1,0.17787591,0.05235185,-0.99994745,-1.13213,0.00465607,-0.08893328,-0.10068932,-0.02617455,-0.02963455,0.56603523,-4.5,-0.40022079,-0.11779166,2.2498818,2.5472924,10.125,0.01581992,0.00137036,0.49994745,0.64085912,-0.39341952,411.76895,1694.7383,4.86667,20.03,4.86667,20.03,4.86667,20.03,17.76913,2.26087,2.26087
9,2014,华夏银行,1.46255,0.005957,0.025988,6.20E+11,9.40E+11,4.5175,19.9,82.59,1,1,1,2,0.29003019,0.20392134,-0.95035051,-0.99555442,0.02957167,-0.13781517,-0.14437042,-0.09689837,-0.10150739,0.47306283,-3.5,-0.50755284,-0.35686234,1.6631134,1.7422202,6.125,0.04205876,0.02079196,0.45158304,0.4955643,-0.38018149,373.10032,1643.541,4.5175,19.9,4.5175,19.9,4.5175,19.9,17.76913,2.13087,2.13087
9,2015,华夏银行,1.10514,0.006184,0.02239,6.80E+11,1.10E+12,4.198,19.312,82.27,1,1,0,3,0.32742851,0.05490087,-0.85797719,-0.83836884,0.00898806,-0.14046309,-0.13725293,-0.02355185,-0.02301359,0.35965067,-2.5,-0.40928563,-0.06862609,1.0724715,1.047961,3.125,0.05360471,0.00150705,0.36806243,0.35143115,-0.09997202,345.36946,1588.7982,4.198,19.312,4.198,19.312,0,0,17.76913,1.54287,1.54287
9,2016,华夏银行,0.94803,0.005628,0.016659,9.10E+11,1.20E+12,3.55,17.744,83.42,1,1,1,4,0.23321733,-0.24076295,-0.56662539,-0.75135746,-0.02807505,-0.06607343,-0.08761479,0.0682112,0.09044952,0.21286911,-1.5,-0.174913,0.18057221,0.42496904,0.5635181,1.125,0.02719516,0.0289834,0.16053216,0.28226902,0.05336913,296.141,1480.2045,3.55,17.744,3.55,17.744,3.55,17.744,17.76913,-0.02513,-0.02513
9,2017,华夏银行,0.815376,0.004862,0.02109,8.80E+11,1.40E+12,3.28,17.312,83.76,1,1,1,5,0.08691307,-0.00491456,-0.60014808,-0.59720678,-0.00021357,-0.02608036,-0.02595254,0.00147473,0.0014675,0.17920625,-0.5,-0.02172827,0.00122864,0.15003702,0.1493017,0.125,0.00377694,0.00001208,0.18008886,0.17832797,0.20410592,274.7328,1450.0531,3.28,17.312,3.28,17.312,3.28,17.312,17.76913,-0.45713,-0.45713
9,2018,华夏银行,0.753571,0.005298,0.024061,8.50E+11,1.60E+12,3.104,16.956,75.22,0,0,0,6,0.17279259,0.12687872,-0.63483364,-0.46367539,0.01096185,-0.05484727,-0.04005983,-0.04027344,-0.02941527,0.14717837,0.5,0.04319815,0.03171968,-0.15870841,-0.11591885,0.125,0.01492864,0.0080491,0.20150687,0.10749743,0.28293204,233.48288,1275.4303,0,0,0,0,0,0,17.76913,-0.81313,0
9,2019,华夏银行,0.78739,0.005372,0.021145,9.60E+11,1.90E+12,3.13,16.524,74.62,0,0,0,7,0.18666347,-0.00231009,-0.5131367,-0.29182513,-0.0002156,-0.04789194,-0.02723655,0.00059269,0.00033707,0.07487309,1.5,0.13999761,-0.00173256,-0.38485253,-0.21886885,1.125,0.01742163,2.67E-06,0.13165464,0.04258095,0.2390316,233.5606,1233.0209,0,0,0,0,0,0,17.76913,-1.24513,0
9,2020,华夏银行,0.938089,0.004407,0.019199,1.10E+12,2.10E+12,3.1825,16.415,72.75,0,0,0,8,-0.01134262,-0.09885536,-0.37700453,-0.19174167,0.00056064,0.00213811,0.00108743,0.01863446,0.00947735,0.03614374,2.5,-0.01417827,-0.1235692,-0.47125566,-0.23967709,3.125,0.00006433,0.00488619,0.07106621,0.01838243,0.06391045,231.52688,1194.1912,0,0,0,0,0,0,17.76913,-1.35413,0
9,2021,华夏银行,0.655747,0.00428,0.019921,1.30E+12,2.20E+12,3.46,16.5533,80.54,1,1,0,9,-0.04058379,-0.06193911,-0.20995044,-0.14522166,0.00125686,0.00426029,0.00294682,0.00650207,0.00449745,0.01524468,3.5,-0.07102164,-0.10839343,-0.36741327,-0.2541379,6.125,0.00082352,0.00191823,0.02203959,0.01054466,0.42198024,278.6684,1333.2028,3.46,16.5533,3.46,16.5533,0,0,17.76913,-1.21583,-1.21583
9,2022,华夏银行,0.410443,0.004018,0.019748,1.40E+12,2.30E+12,3.59,16.945,81.62,1,1,0,10,-0.10375254,-0.07066134,-0.13584247,-0.1007699,0.00366565,0.007047,0.00522757,0.00479941,0.00356027,0.00684442,4.5,-0.23344321,-0.15898801,-0.30564556,-0.22673226,10.125,0.00538229,0.00249651,0.00922659,0.00507729,0.89051821,293.0158,1383.0509,3.59,16.945,3.59,16.945,0,0,17.76913,-0.82413,-0.82413
10,2013,南京银行,1.09643,0.003909,0.02689,2.30E+11,1.50E+11,3.46,20.47,83.1,1,1,1,1,-0.13125522,0.23804091,-1.9419907,-2.830799,-0.01562206,0.1274482,0.18577857,-0.23113662,-0.33692299,2.7486926,-4.5,0.29532424,-0.53559206,4.369479,6.3692978,10.125,0.00861397,0.02833174,1.8856639,4.0067115,-0.09205945,287.526,1701.057,3.46,20.47,3.46,20.47,3.46,20.47,15.194,5.276,5.276
10,2014,南京银行,0.866967,0.004482,0.028167,3.20E+11,1.80E+11,2.68,14.31,81.94,1,1,0,2,0.00553257,0.28443752,-1.611749,-2.6484774,0.00078684,-0.00445856,-0.00732644,-0.22922095,-0.37666318,2.1343404,-3.5,-0.009682,-0.49776567,2.8205607,4.6348355,6.125,0.0000153,0.04045235,1.2988674,3.5072164,0.14275437,219.5992,1172.5614,2.68,14.31,2.68,14.31,0,0,15.194,-0.884,-0.884
10,2015,南京银行,0.878723,0.004082,0.024287,4.70E+11,2.50E+11,3.57,10.79,79.85,0,0,0,3,-0.08794974,0.13622767,-1.2273373,-2.3199734,-0.00599059,0.053972,0.10202053,-0.08359865,-0.15802229,1.4236949,-2.5,0.10993717,-0.17028459,1.5341716,2.8999667,3.125,0.00386758,0.00927899,0.75317841,2.6911382,0.12928556,285.0645,861.5815,0,0,0,0,0,0,15.194,-4.404,0
10,2016,南京银行,0.686993,0.003694,0.020352,6.40E+11,3.30E+11,1.61,11.57,80.77,1,1,0,4,-0.18782692,-0.04053437,-0.91860181,-2.0423416,0.00380672,0.08626908,0.19180337,0.01861747,0.04139252,0.93804936,-1.5,0.14087019,0.03040078,0.68895136,1.5317562,1.125,0.01763948,0.00082152,0.42191464,2.0855797,0.37543118,130.0397,934.5089,1.61,11.57,1.61,11.57,0,0,15.194,-3.624,-3.624
10,2017,南京银行,0.496828,0.00404,0.023688,6.40E+11,3.90E+11,3.69,17.4,82.03,1,1,0,5,-0.09829211,0.11125503,-0.91860181,-1.8752876,-0.00546775,0.04514566,0.09216299,-0.05109954,-0.10431759,0.86132127,-0.5,0.02457303,-0.02781376,0.22965045,0.46882189,0.125,0.00483067,0.00618884,0.42191464,1.7583517,0.69951139,302.6907,1427.322,3.69,17.4,3.69,17.4,0,0,15.194,2.206,2.206
10,2018,南京银行,0.39251,0.004142,0.025685,6.60E+11,4.80E+11,4.11,20.01,67.23,0,0,0,6,-0.07335804,0.19219361,-0.88783015,-1.6676482,-0.00704947,0.03256474,0.0611677,-0.08531764,-0.16025566,0.74029417,0.5,-0.01833951,0.0480484,-0.22195754,-0.41691205,0.125,0.0026907,0.01846919,0.39412119,1.3905252,0.93519326,276.3153,1345.2723,0,0,0,0,0,0,15.194,4.816,0
10,2019,南京银行,0.445254,0.00436,0.025201,6.80E+11,5.70E+11,2.96,17.91,72.37,0,0,0,7,-0.02206475,0.17317012,-0.85797719,-1.4957979,-0.00191048,0.00946552,0.0165022,-0.07428801,-0.12951375,0.64168025,1.5,-0.01654856,0.12987759,-0.64348289,-1.1218485,1.125,0.00024343,0.01499395,0.36806243,1.1187057,0.80911037,214.2152,1296.1467,0,0,0,0,0,0,15.194,2.716,0
10,2020,南京银行,0.438023,0.004433,0.022931,7.50E+11,6.80E+11,2.64,15.3,77.95,0,0,0,8,-0.00546025,0.07877615,-0.75999678,-1.3193415,-0.00021507,0.00207489,0.00360197,-0.02993481,-0.05196632,0.50134764,2.5,-0.00682531,0.09847019,-0.94999597,-1.6491769,3.125,0.00001491,0.00310284,0.28879755,0.870331,0.82548386,205.788,1192.635,0,0,0,0,0,0,15.194,0.106,0
10,2021,南京银行,0.37736,0.004879,0.021245,8.60E+11,7.90E+11,2.12,13.66,81.92,1,1,0,9,0.09040348,0.00240802,-0.6231376,-1.1694014,0.00010885,-0.0281669,-0.05285897,-0.00075026,-0.00140797,0.36434897,3.5,0.15820608,0.00421403,-1.0904908,-2.0464524,6.125,0.00408639,2.90E-06,0.19415023,0.68374976,0.97455564,173.6704,1119.0272,2.12,13.66,2.12,13.66,0,0,15.194,-1.534,-1.534
10,2022,南京银行,0.44693,0.00448,0.020381,1.00E+12,9.50E+11,1.56,10.52,84.16,1,1,1,10,0.00508624,-0.03911046,-0.47231471,-0.98497231,-0.00009946,-0.00120115,-0.0025049,0.00923622,0.01926136,0.23260845,4.5,0.01144404,-0.08799854,-1.0627081,-2.2161877,10.125,0.00001293,0.00076481,0.11154059,0.48508523,0.8053533,131.2896,885.3632,1.56,10.52,1.56,10.52,1.56,10.52,15.194,-4.674,-4.674
11,2013,厦门银行,4.52306,0.003378,0.031713,1.60E+11,8.10E+10,6.53,34.66,78.59,0,0,0,1,-0.27720858,0.40300052,-2.330214,-3.442059,-0.0558576,0.32297766,0.47708415,-0.46953872,-0.69357579,4.010367,-4.5,0.62371931,-0.90675117,5.2429815,7.7446328,10.125,0.0384223,0.08120471,2.7149486,5.9238852,-1.5091879,513.1927,2723.9294,0,0,0,0,0,0,37.262,-2.602,0
11,2014,厦门银行,3.87068,0.003222,0.031885,2.00E+11,1.10E+11,7.17,66.34,78.86,0,0,0,2,-0.32449417,0.40842181,-2.0718023,-3.1319041,-0.06626525,0.33614388,0.50814231,-0.42308462,-0.63956897,3.244343,-3.5,0.5678648,-0.71473817,3.625654,5.4808322,6.125,0.05264823,0.08340419,2.1461824,4.9044116,-1.3534295,565.4262,5231.5724,0,0,0,0,0,0,37.262,29.078,0
11,2015,厦门银行,2.28173,0.002953,0.026333,2.60E+11,1.50E+11,5.98,40.01,79.09,0,0,0,3,-0.41170843,0.2170934,-1.8155496,-2.8044817,-0.04468959,0.37373853,0.57731438,-0.19707191,-0.30441723,2.5458378,-2.5,0.51463554,-0.27136675,2.269437,3.5056021,3.125,0.08475192,0.02356477,1.6481101,3.9325588,-0.82493371,472.9582,3164.3909,0,0,0,0,0,0,37.262,2.748,0
11,2016,厦门银行,0.692782,0.002684,0.020681,3.00E+11,2.10E+11,5.75,47.57,79.2575,0,0,0,4,-0.50726584,-0.02451701,-1.6829765,-2.4754583,0.00621832,0.42685825,0.62785772,0.02063078,0.03034542,2.0830691,-1.5,0.38044938,0.01838776,1.2622324,1.8565937,1.125,0.12865932,0.00030054,1.4162049,3.0639469,0.36704048,455.73057,3770.2788,0,0,0,0,0,0,37.262,10.308,0
11,2017,厦门银行,0.386038,0.002552,0.021789,3.70E+11,2.90E+11,3.5,37.04,79.3832,0,0,0,5,-0.55783187,0.02767105,-1.4584916,-2.1889451,-0.0077179,0.40679654,0.61053167,-0.02017899,-0.0302852,1.596279,-0.5,0.13945797,-0.00691776,0.36462289,0.54723628,0.125,0.1555882,0.00038284,1.0635988,2.3957404,0.9518189,277.84116,2940.3534,0,0,0,0,0,0,37.262,-0.222,0
11,2018,厦门银行,0.403242,0.002896,0.025313,3.90E+11,3.60E+11,3.39,36.08,79.7144,0,0,0,6,-0.43119597,0.17761284,-1.4216453,-1.9553303,-0.03829297,0.30650386,0.42156527,-0.12625123,-0.17364588,1.389893,0.5,-0.10779899,0.04440321,-0.35541132,-0.48883257,0.125,0.09296498,0.01577316,1.0105377,1.9116582,0.90821843,270.23182,2876.0956,0,0,0,0,0,0,37.262,-1.182,0
